name,threads,n,run,duration
mpi-pi++,1,512,9,1.05776
cpp11-pi,1,512,10,1.06032
openMP-pi,1,512,10,1.04932
mpi-pi,1,512,10,1.06151678
mpi-pi++,1,512,10,1.05671
cpp11-pi,2,512,1,0.541739
openMP-pi,2,512,1,0.531562
mpi-pi,2,512,1,0.54781191
mpi-pi++,2,512,1,0.542263
cpp11-pi,2,512,2,0.583842
openMP-pi,2,512,2,0.529055
mpi-pi,2,512,2,0.53276859
mpi-pi++,2,512,2,0.5425
cpp11-pi,2,512,3,0.530771
openMP-pi,2,512,3,0.542463
mpi-pi,2,512,3,0.54365031
mpi-pi++,2,512,3,0.54207
cpp11-pi,2,512,4,0.586156
openMP-pi,2,512,4,0.531636
mpi-pi,2,512,4,0.53632573
mpi-pi++,2,512,4,0.542489
cpp11-pi,2,512,5,0.537285
openMP-pi,2,512,5,0.534705
mpi-pi,2,512,5,0.54405903
mpi-pi++,2,512,5,0.547711
cpp11-pi,2,512,6,0.543316
openMP-pi,2,512,6,0.534234
mpi-pi,2,512,6,0.53415202
mpi-pi++,2,512,6,0.543593
cpp11-pi,2,512,7,0.539765
openMP-pi,2,512,7,0.540668
mpi-pi,2,512,7,0.54376011
mpi-pi++,2,512,7,0.542393
cpp11-pi,2,512,8,0.542326
openMP-pi,2,512,8,0.539898
mpi-pi,2,512,8,0.54483311
mpi-pi++,2,512,8,0.543118
cpp11-pi,2,512,9,0.540245
openMP-pi,2,512,9,0.536825
mpi-pi,2,512,9,0.54400963
mpi-pi++,2,512,9,0.544211
cpp11-pi,2,512,10,0.53495
openMP-pi,2,512,10,0.540592
mpi-pi,2,512,10,0.54493309
mpi-pi++,2,512,10,0.542589
cpp11-pi,4,512,1,0.301219
openMP-pi,4,512,1,0.273609
mpi-pi,4,512,1,0.31800641
mpi-pi++,4,512,1,0.293206
cpp11-pi,4,512,2,0.299333
openMP-pi,4,512,2,0.28411
mpi-pi,4,512,2,0.31041220
mpi-pi++,4,512,2,0.312521
cpp11-pi,4,512,3,0.276023
openMP-pi,4,512,3,0.290452
mpi-pi,4,512,3,0.30727895
mpi-pi++,4,512,3,0.322014
cpp11-pi,4,512,4,0.295587
openMP-pi,4,512,4,0.27403
mpi-pi,4,512,4,0.31977688
mpi-pi++,4,512,4,0.304922
cpp11-pi,4,512,5,0.302236
openMP-pi,4,512,5,0.296093
mpi-pi,4,512,5,0.30534147
mpi-pi++,4,512,5,0.315839
cpp11-pi,4,512,6,0.29284
openMP-pi,4,512,6,0.289154
mpi-pi,4,512,6,0.29688095
mpi-pi++,4,512,6,0.281173
cpp11-pi,4,512,7,0.30335
openMP-pi,4,512,7,0.293861
mpi-pi,4,512,7,0.30808123
mpi-pi++,4,512,7,0.305756
cpp11-pi,4,512,8,0.271284
openMP-pi,4,512,8,0.297523
mpi-pi,4,512,8,0.31529119
mpi-pi++,4,512,8,0.318161
cpp11-pi,4,512,9,0.293225
openMP-pi,4,512,9,0.274457
mpi-pi,4,512,9,0.32006496
mpi-pi++,4,512,9,0.314355
cpp11-pi,4,512,10,0.29621
openMP-pi,4,512,10,0.298097
mpi-pi,4,512,10,0.31208308
mpi-pi++,4,512,10,0.319738
cpp11-pi,8,512,1,0.154439
openMP-pi,8,512,1,0.16216
mpi-pi,8,512,1,0.19247973
mpi-pi++,8,512,1,0.189827
cpp11-pi,8,512,2,0.164081
openMP-pi,8,512,2,0.162912
mpi-pi,8,512,2,0.19703209
mpi-pi++,8,512,2,0.215282
cpp11-pi,8,512,3,0.162539
openMP-pi,8,512,3,0.163118
mpi-pi,8,512,3,0.19150731
mpi-pi++,8,512,3,0.192055
cpp11-pi,8,512,4,0.170898
openMP-pi,8,512,4,0.162054
mpi-pi,8,512,4,0.18456079
mpi-pi++,8,512,4,0.204817
cpp11-pi,8,512,5,0.169522
openMP-pi,8,512,5,0.162684
mpi-pi,8,512,5,0.18859514
mpi-pi++,8,512,5,0.194309
cpp11-pi,8,512,6,0.170646
openMP-pi,8,512,6,0.174737
mpi-pi,8,512,6,0.19000625
mpi-pi++,8,512,6,0.207629
cpp11-pi,8,512,7,0.162345
openMP-pi,8,512,7,0.164003
mpi-pi,8,512,7,0.19121427
mpi-pi++,8,512,7,0.202653
cpp11-pi,8,512,8,0.166515
openMP-pi,8,512,8,0.162576
mpi-pi,8,512,8,0.20636569
mpi-pi++,8,512,8,0.190282
cpp11-pi,8,512,9,0.166538
openMP-pi,8,512,9,0.164466
mpi-pi,8,512,9,0.20234839
mpi-pi++,8,512,9,0.188694
cpp11-pi,8,512,10,0.165178
openMP-pi,8,512,10,0.164377
mpi-pi,8,512,10,0.22465546
mpi-pi++,8,512,10,0.200304
cpp11-pi,1,1024,1,2.15989
openMP-pi,1,1024,1,2.13584
mpi-pi,1,1024,1,2.14434668
mpi-pi++,1,1024,1,2.13905
cpp11-pi,1,1024,2,2.16229
openMP-pi,1,1024,2,2.12327
mpi-pi,1,1024,2,2.14110755
mpi-pi++,1,1024,2,2.13573
cpp11-pi,1,1024,3,2.15773
openMP-pi,1,1024,3,2.12136
mpi-pi,1,1024,3,2.14656744
mpi-pi++,1,1024,3,2.13019
cpp11-pi,1,1024,4,2.14967
openMP-pi,1,1024,4,2.10414
mpi-pi,1,1024,4,2.12841400
mpi-pi++,1,1024,4,2.12165
cpp11-pi,1,1024,5,2.1201
openMP-pi,1,1024,5,2.11266
mpi-pi,1,1024,5,2.12059574
mpi-pi++,1,1024,5,2.11918
cpp11-pi,1,1024,6,2.11184
openMP-pi,1,1024,6,2.10343
mpi-pi,1,1024,6,2.12382678
mpi-pi++,1,1024,6,2.11498
cpp11-pi,1,1024,7,2.1311
openMP-pi,1,1024,7,2.09395
mpi-pi,1,1024,7,2.11551131
mpi-pi++,1,1024,7,2.11516
cpp11-pi,1,1024,8,2.13111
openMP-pi,1,1024,8,2.08995
mpi-pi,1,1024,8,2.11070868
mpi-pi++,1,1024,8,2.11067
cpp11-pi,1,1024,9,2.10196
openMP-pi,1,1024,9,2.09498
mpi-pi,1,1024,9,2.10573634
mpi-pi++,1,1024,9,2.11166
cpp11-pi,1,1024,10,2.09291
openMP-pi,1,1024,10,2.08423
mpi-pi,1,1024,10,2.10535415
mpi-pi++,1,1024,10,2.10336
cpp11-pi,2,1024,1,1.05082
openMP-pi,2,1024,1,1.05928
mpi-pi,2,1024,1,1.07623181
mpi-pi++,2,1024,1,1.07487
cpp11-pi,2,1024,2,1.15759
openMP-pi,2,1024,2,1.06411
mpi-pi,2,1024,2,1.08086666
mpi-pi++,2,1024,2,1.07643
cpp11-pi,2,1024,3,1.0712
openMP-pi,2,1024,3,1.07078
mpi-pi,2,1024,3,1.07707306
mpi-pi++,2,1024,3,1.07495
cpp11-pi,2,1024,4,1.1574
openMP-pi,2,1024,4,1.05608
mpi-pi,2,1024,4,1.07798891
mpi-pi++,2,1024,4,1.075
cpp11-pi,2,1024,5,1.07824
openMP-pi,2,1024,5,1.06699
mpi-pi,2,1024,5,1.07719277
mpi-pi++,2,1024,5,1.07262
cpp11-pi,2,1024,6,1.06528
openMP-pi,2,1024,6,1.06879
mpi-pi,2,1024,6,1.07763559
mpi-pi++,2,1024,6,1.06421
cpp11-pi,2,1024,7,1.06583
openMP-pi,2,1024,7,1.06154
mpi-pi,2,1024,7,1.07883184
mpi-pi++,2,1024,7,1.07918
cpp11-pi,2,1024,8,1.0731
openMP-pi,2,1024,8,1.06256
mpi-pi,2,1024,8,1.07714838
mpi-pi++,2,1024,8,1.08359
cpp11-pi,2,1024,9,1.08413
openMP-pi,2,1024,9,1.06806
mpi-pi,2,1024,9,1.07853107
mpi-pi++,2,1024,9,1.07631
cpp11-pi,2,1024,10,1.15782
openMP-pi,2,1024,10,1.13457
mpi-pi,2,1024,10,1.07857146
mpi-pi++,2,1024,10,1.07689
cpp11-pi,4,1024,1,0.544867
openMP-pi,4,1024,1,0.541294
mpi-pi,4,1024,1,0.59565590
mpi-pi++,4,1024,1,0.5993
cpp11-pi,4,1024,2,0.542975
openMP-pi,4,1024,2,0.580794
mpi-pi,4,1024,2,0.59586827
mpi-pi++,4,1024,2,0.625998
cpp11-pi,4,1024,3,0.615469
openMP-pi,4,1024,3,0.547974
mpi-pi,4,1024,3,0.58907416
mpi-pi++,4,1024,3,0.613586
cpp11-pi,4,1024,4,0.585905
openMP-pi,4,1024,4,0.543161
mpi-pi,4,1024,4,0.59770672
mpi-pi++,4,1024,4,0.592234
cpp11-pi,4,1024,5,0.593311
openMP-pi,4,1024,5,0.587252
mpi-pi,4,1024,5,0.62198552
mpi-pi++,4,1024,5,0.618431
cpp11-pi,4,1024,6,0.576424
openMP-pi,4,1024,6,0.590161
mpi-pi,4,1024,6,0.59674087
mpi-pi++,4,1024,6,0.620873
cpp11-pi,4,1024,7,0.540916
openMP-pi,4,1024,7,0.583596
mpi-pi,4,1024,7,0.60397141
mpi-pi++,4,1024,7,0.590079
cpp11-pi,4,1024,8,0.588212
openMP-pi,4,1024,8,0.603345
mpi-pi,4,1024,8,0.61566690
mpi-pi++,4,1024,8,0.595205
cpp11-pi,4,1024,9,0.586148
openMP-pi,4,1024,9,0.57757
mpi-pi,4,1024,9,0.59826819
mpi-pi++,4,1024,9,0.557059
cpp11-pi,4,1024,10,0.588601
openMP-pi,4,1024,10,0.582632
mpi-pi,4,1024,10,0.59848945
mpi-pi++,4,1024,10,0.618793
cpp11-pi,8,1024,1,0.317061
openMP-pi,8,1024,1,0.341174
mpi-pi,8,1024,1,0.34651610
mpi-pi++,8,1024,1,0.343965
cpp11-pi,8,1024,2,0.336834
openMP-pi,8,1024,2,0.319104
mpi-pi,8,1024,2,0.35282158
mpi-pi++,8,1024,2,0.344495
cpp11-pi,8,1024,3,0.336703
openMP-pi,8,1024,3,0.319841
mpi-pi,8,1024,3,0.34230008
mpi-pi++,8,1024,3,0.354003
cpp11-pi,8,1024,4,0.338987
openMP-pi,8,1024,4,0.318918
mpi-pi,8,1024,4,0.35261602
mpi-pi++,8,1024,4,0.351348
cpp11-pi,8,1024,5,0.333834
openMP-pi,8,1024,5,0.319801
mpi-pi,8,1024,5,0.33856221
mpi-pi++,8,1024,5,0.34886
cpp11-pi,8,1024,6,0.323607
openMP-pi,8,1024,6,0.327739
mpi-pi,8,1024,6,0.34503273
mpi-pi++,8,1024,6,0.346175
cpp11-pi,8,1024,7,0.331414
openMP-pi,8,1024,7,0.320472
mpi-pi,8,1024,7,0.34908270
mpi-pi++,8,1024,7,0.354179
cpp11-pi,8,1024,8,0.341825
openMP-pi,8,1024,8,0.330907
mpi-pi,8,1024,8,0.34268296
mpi-pi++,8,1024,8,0.336703
cpp11-pi,8,1024,9,0.319263
openMP-pi,8,1024,9,0.321835
mpi-pi,8,1024,9,0.34872082
mpi-pi++,8,1024,9,0.350722
cpp11-pi,8,1024,10,0.339674
openMP-pi,8,1024,10,0.323601
mpi-pi,8,1024,10,0.33845273
mpi-pi++,8,1024,10,0.347126
cpp11-pi,1,2048,1,4.23525
openMP-pi,1,2048,1,4.20972
mpi-pi,1,2048,1,4.25889068
mpi-pi++,1,2048,1,4.24328
cpp11-pi,1,2048,2,4.25886
openMP-pi,1,2048,2,4.18391
mpi-pi,1,2048,2,4.22341416
mpi-pi++,1,2048,2,4.21463
cpp11-pi,1,2048,3,4.19091
openMP-pi,1,2048,3,4.16994
mpi-pi,1,2048,3,4.22095616
mpi-pi++,1,2048,3,4.21853
cpp11-pi,1,2048,4,4.22889
openMP-pi,1,2048,4,4.16559
mpi-pi,1,2048,4,4.21315735
mpi-pi++,1,2048,4,4.2017
cpp11-pi,1,2048,5,4.21824
openMP-pi,1,2048,5,4.17652
mpi-pi,1,2048,5,4.20945391
mpi-pi++,1,2048,5,4.19847
cpp11-pi,1,2048,6,4.16468
openMP-pi,1,2048,6,4.14508
mpi-pi,1,2048,6,4.19976134
mpi-pi++,1,2048,6,4.19459
cpp11-pi,1,2048,7,4.22244
openMP-pi,1,2048,7,4.12759
mpi-pi,1,2048,7,4.19868265
mpi-pi++,1,2048,7,4.18978
cpp11-pi,1,2048,8,4.15808
openMP-pi,1,2048,8,4.1433
mpi-pi,1,2048,8,4.20494923
mpi-pi++,1,2048,8,4.18387
cpp11-pi,1,2048,9,4.21428
openMP-pi,1,2048,9,4.13724
mpi-pi,1,2048,9,4.18847819
mpi-pi++,1,2048,9,4.18628
cpp11-pi,1,2048,10,4.20555
openMP-pi,1,2048,10,4.12252
mpi-pi,1,2048,10,4.18428526
mpi-pi++,1,2048,10,4.17921
cpp11-pi,2,2048,1,2.11286
openMP-pi,2,2048,1,2.11644
mpi-pi,2,2048,1,2.12659065
mpi-pi++,2,2048,1,2.12293
cpp11-pi,2,2048,2,2.12606
openMP-pi,2,2048,2,2.10695
mpi-pi,2,2048,2,2.12874776
mpi-pi++,2,2048,2,2.12898
cpp11-pi,2,2048,3,2.11637
openMP-pi,2,2048,3,2.12678
mpi-pi,2,2048,3,2.12226389
mpi-pi++,2,2048,3,2.1286
cpp11-pi,2,2048,4,2.15446
openMP-pi,2,2048,4,2.12293
mpi-pi,2,2048,4,2.12891829
mpi-pi++,2,2048,4,2.12874
cpp11-pi,2,2048,5,2.15183
openMP-pi,2,2048,5,2.12557
mpi-pi,2,2048,5,2.13459440
mpi-pi++,2,2048,5,2.13312
cpp11-pi,2,2048,6,2.13673
openMP-pi,2,2048,6,2.13295
mpi-pi,2,2048,6,2.12432171
mpi-pi++,2,2048,6,2.13451
cpp11-pi,2,2048,7,2.12125
openMP-pi,2,2048,7,2.12603
mpi-pi,2,2048,7,2.12377217
mpi-pi++,2,2048,7,2.12638
cpp11-pi,2,2048,8,2.15446
openMP-pi,2,2048,8,2.12591
mpi-pi,2,2048,8,2.13382547
mpi-pi++,2,2048,8,2.14642
cpp11-pi,2,2048,9,2.15451
openMP-pi,2,2048,9,2.13089
mpi-pi,2,2048,9,2.13550167
mpi-pi++,2,2048,9,2.15492
cpp11-pi,2,2048,10,2.14698
openMP-pi,2,2048,10,2.13162
mpi-pi,2,2048,10,2.15008168
mpi-pi++,2,2048,10,2.13628
cpp11-pi,4,2048,1,1.14334
openMP-pi,4,2048,1,1.07896
mpi-pi,4,2048,1,1.09468741
mpi-pi++,4,2048,1,1.17937
cpp11-pi,4,2048,2,1.1969
openMP-pi,4,2048,2,1.07626
mpi-pi,4,2048,2,1.10002234
mpi-pi++,4,2048,2,1.22616
cpp11-pi,4,2048,3,1.15657
openMP-pi,4,2048,3,1.19257
mpi-pi,4,2048,3,1.19071777
mpi-pi++,4,2048,3,1.21663
cpp11-pi,4,2048,4,1.19968
openMP-pi,4,2048,4,1.17324
mpi-pi,4,2048,4,1.23290261
mpi-pi++,4,2048,4,1.16176
cpp11-pi,4,2048,5,1.17836
openMP-pi,4,2048,5,1.15535
mpi-pi,4,2048,5,1.09758430
mpi-pi++,4,2048,5,1.22591
cpp11-pi,4,2048,6,1.088
openMP-pi,4,2048,6,1.19992
mpi-pi,4,2048,6,1.19188980
mpi-pi++,4,2048,6,1.09548
cpp11-pi,4,2048,7,1.15608
openMP-pi,4,2048,7,1.22155
mpi-pi,4,2048,7,1.17516023
mpi-pi++,4,2048,7,1.17474
cpp11-pi,4,2048,8,1.20479
openMP-pi,4,2048,8,1.08472
mpi-pi,4,2048,8,1.22622688
mpi-pi++,4,2048,8,1.17374
cpp11-pi,4,2048,9,1.20325
openMP-pi,4,2048,9,1.15578
mpi-pi,4,2048,9,1.19305696
mpi-pi++,4,2048,9,1.17778
cpp11-pi,4,2048,10,1.21352
openMP-pi,4,2048,10,1.17763
mpi-pi,4,2048,10,1.17445757
mpi-pi++,4,2048,10,1.22786
cpp11-pi,8,2048,1,0.644046
openMP-pi,8,2048,1,0.633699
mpi-pi,8,2048,1,0.66189410
mpi-pi++,8,2048,1,0.66611
cpp11-pi,8,2048,2,0.651246
openMP-pi,8,2048,2,0.634887
mpi-pi,8,2048,2,0.65319647
mpi-pi++,8,2048,2,0.675848
cpp11-pi,8,2048,3,0.645287
openMP-pi,8,2048,3,0.635116
mpi-pi,8,2048,3,0.66718272
mpi-pi++,8,2048,3,0.666963
cpp11-pi,8,2048,4,0.651755
openMP-pi,8,2048,4,0.636921
mpi-pi,8,2048,4,0.66379601
mpi-pi++,8,2048,4,0.658047
cpp11-pi,8,2048,5,0.663164
openMP-pi,8,2048,5,0.640259
mpi-pi,8,2048,5,0.65709225
mpi-pi++,8,2048,5,0.679
cpp11-pi,8,2048,6,0.643693
openMP-pi,8,2048,6,0.645354
mpi-pi,8,2048,6,0.66251379
mpi-pi++,8,2048,6,0.661244
cpp11-pi,8,2048,7,0.636453
openMP-pi,8,2048,7,0.637923
mpi-pi,8,2048,7,0.66714559
mpi-pi++,8,2048,7,0.677344
cpp11-pi,8,2048,8,0.640675
openMP-pi,8,2048,8,0.637765
mpi-pi,8,2048,8,0.66424110
mpi-pi++,8,2048,8,0.658795
cpp11-pi,8,2048,9,0.650106
openMP-pi,8,2048,9,0.648209
mpi-pi,8,2048,9,0.65731039
mpi-pi++,8,2048,9,0.683161
cpp11-pi,8,2048,10,0.659945
openMP-pi,8,2048,10,0.641506
mpi-pi,8,2048,10,0.68267418
mpi-pi++,8,2048,10,0.66905
cpp11-pi,1,4096,1,8.46334
openMP-pi,1,4096,1,8.37444
mpi-pi,1,4096,1,8.44621033
mpi-pi++,1,4096,1,8.42134
cpp11-pi,1,4096,2,8.44348
openMP-pi,1,4096,2,8.30427
mpi-pi,1,4096,2,8.39929249
mpi-pi++,1,4096,2,8.37775
cpp11-pi,1,4096,3,8.32337
openMP-pi,1,4096,3,8.26844
mpi-pi,1,4096,3,8.39110068
mpi-pi++,1,4096,3,8.37468
cpp11-pi,1,4096,4,8.4273
openMP-pi,1,4096,4,8.26242
mpi-pi,1,4096,4,8.36703621
mpi-pi++,1,4096,4,8.34644
cpp11-pi,1,4096,5,8.38731
openMP-pi,1,4096,5,8.24253
mpi-pi,1,4096,5,8.35237350
mpi-pi++,1,4096,5,8.34201
cpp11-pi,1,4096,6,8.37195
openMP-pi,1,4096,6,8.26001
mpi-pi,1,4096,6,8.33933207
mpi-pi++,1,4096,6,8.33122
cpp11-pi,1,4096,7,8.38429
openMP-pi,1,4096,7,8.23299
mpi-pi,1,4096,7,8.34375960
mpi-pi++,1,4096,7,8.33647
cpp11-pi,1,4096,8,8.37465
openMP-pi,1,4096,8,8.22407
mpi-pi,1,4096,8,8.34642878
mpi-pi++,1,4096,8,8.35339
cpp11-pi,1,4096,9,8.3843
openMP-pi,1,4096,9,8.22893
mpi-pi,1,4096,9,8.35896732
mpi-pi++,1,4096,9,8.33554
cpp11-pi,1,4096,10,8.37873
openMP-pi,1,4096,10,8.22307
mpi-pi,1,4096,10,8.33452466
mpi-pi++,1,4096,10,8.34838
cpp11-pi,2,4096,1,4.14564
openMP-pi,2,4096,1,4.19807
mpi-pi,2,4096,1,4.21826390
mpi-pi++,2,4096,1,4.23508
cpp11-pi,2,4096,2,4.56011
openMP-pi,2,4096,2,4.48603
mpi-pi,2,4096,2,4.22344723
mpi-pi++,2,4096,2,4.2231
cpp11-pi,2,4096,3,4.5631
openMP-pi,2,4096,3,4.20452
mpi-pi,2,4096,3,4.23886111
mpi-pi++,2,4096,3,4.22564
cpp11-pi,2,4096,4,4.22368
openMP-pi,2,4096,4,4.17683
mpi-pi,2,4096,4,4.24457648
mpi-pi++,2,4096,4,4.23605
cpp11-pi,2,4096,5,4.261
openMP-pi,2,4096,5,4.16533
mpi-pi,2,4096,5,4.24205995
mpi-pi++,2,4096,5,4.2278
cpp11-pi,2,4096,6,4.3027
openMP-pi,2,4096,6,4.24406
mpi-pi,2,4096,6,4.25429172
mpi-pi++,2,4096,6,4.24606
cpp11-pi,2,4096,7,4.23439
openMP-pi,2,4096,7,4.23936
mpi-pi,2,4096,7,4.24373107
mpi-pi++,2,4096,7,4.24125
cpp11-pi,2,4096,8,4.25279
openMP-pi,2,4096,8,4.24726
mpi-pi,2,4096,8,4.25765605
mpi-pi++,2,4096,8,4.24835
cpp11-pi,2,4096,9,4.27201
openMP-pi,2,4096,9,4.24115
mpi-pi,2,4096,9,4.26774209
mpi-pi++,2,4096,9,4.24699
cpp11-pi,2,4096,10,4.26016
openMP-pi,2,4096,10,4.23981
mpi-pi,2,4096,10,4.26414680
mpi-pi++,2,4096,10,4.24868
cpp11-pi,4,4096,1,2.26697
openMP-pi,4,4096,1,2.31116
mpi-pi,4,4096,1,2.34896634
mpi-pi++,4,4096,1,2.34616
cpp11-pi,4,4096,2,2.31198
openMP-pi,4,4096,2,2.15836
mpi-pi,4,4096,2,2.33389889
mpi-pi++,4,4096,2,2.3254
cpp11-pi,4,4096,3,2.3172
openMP-pi,4,4096,3,2.32561
mpi-pi,4,4096,3,2.33193445
mpi-pi++,4,4096,3,2.33861
cpp11-pi,4,4096,4,2.32597
openMP-pi,4,4096,4,2.34996
mpi-pi,4,4096,4,2.17852702
mpi-pi++,4,4096,4,2.33855
cpp11-pi,4,4096,5,2.29271
openMP-pi,4,4096,5,2.28442
mpi-pi,4,4096,5,2.36138024
mpi-pi++,4,4096,5,2.33656
cpp11-pi,4,4096,6,2.35507
openMP-pi,4,4096,6,2.18312
mpi-pi,4,4096,6,2.35415723
mpi-pi++,4,4096,6,2.33428
cpp11-pi,4,4096,7,2.17243
openMP-pi,4,4096,7,2.41152
mpi-pi,4,4096,7,2.46744642
mpi-pi++,4,4096,7,2.35153
cpp11-pi,4,4096,8,2.35197
openMP-pi,4,4096,8,2.34692
mpi-pi,4,4096,8,2.47522533
mpi-pi++,4,4096,8,2.3441
cpp11-pi,4,4096,9,2.34427
openMP-pi,4,4096,9,2.33111
mpi-pi,4,4096,9,2.35907963
mpi-pi++,4,4096,9,2.4572
cpp11-pi,4,4096,10,2.33544
openMP-pi,4,4096,10,2.17164
mpi-pi,4,4096,10,2.43367169
mpi-pi++,4,4096,10,2.17263
cpp11-pi,8,4096,1,1.2695
openMP-pi,8,4096,1,1.2701
mpi-pi,8,4096,1,1.29175127
mpi-pi++,8,4096,1,1.30209
cpp11-pi,8,4096,2,1.2765
openMP-pi,8,4096,2,1.28238
mpi-pi,8,4096,2,1.30936259
mpi-pi++,8,4096,2,1.29287
cpp11-pi,8,4096,3,1.30049
openMP-pi,8,4096,3,1.29456
mpi-pi,8,4096,3,1.30493788
mpi-pi++,8,4096,3,1.30719
cpp11-pi,8,4096,4,1.29736
openMP-pi,8,4096,4,1.28033
mpi-pi,8,4096,4,1.29940635
mpi-pi++,8,4096,4,1.31536
cpp11-pi,8,4096,5,1.28819
openMP-pi,8,4096,5,1.28494
mpi-pi,8,4096,5,1.30865865
mpi-pi++,8,4096,5,1.32015
cpp11-pi,8,4096,6,1.3094
openMP-pi,8,4096,6,1.28585
mpi-pi,8,4096,6,1.30802444
mpi-pi++,8,4096,6,1.32545
cpp11-pi,8,4096,7,1.32412
openMP-pi,8,4096,7,1.30904
mpi-pi,8,4096,7,1.53520832
mpi-pi++,8,4096,7,1.52084
cpp11-pi,8,4096,8,1.32053
openMP-pi,8,4096,8,1.3283
mpi-pi,8,4096,8,1.50062116
mpi-pi++,8,4096,8,1.46994
cpp11-pi,8,4096,9,1.42618
openMP-pi,8,4096,9,1.36139
mpi-pi,8,4096,9,1.32147726
mpi-pi++,8,4096,9,1.33747
cpp11-pi,8,4096,10,1.31283
openMP-pi,8,4096,10,1.31077
mpi-pi,8,4096,10,1.33470522
mpi-pi++,8,4096,10,1.37662
cpp11-pi,1,8192,1,17.147
openMP-pi,1,8192,1,16.7644
mpi-pi,1,8192,1,16.87087485
mpi-pi++,1,8192,1,16.8208
cpp11-pi,1,8192,2,16.6478
openMP-pi,1,8192,2,16.5578
mpi-pi,1,8192,2,16.75912998
mpi-pi++,1,8192,2,16.7347
cpp11-pi,1,8192,3,16.7911
openMP-pi,1,8192,3,16.4919
mpi-pi,1,8192,3,16.69795160
mpi-pi++,1,8192,3,16.7264
cpp11-pi,1,8192,4,16.4637
openMP-pi,1,8192,4,16.4875
mpi-pi,1,8192,4,16.73577775
mpi-pi++,1,8192,4,16.8525
cpp11-pi,1,8192,5,16.6715
openMP-pi,1,8192,5,16.5613
mpi-pi,1,8192,5,16.72038194
mpi-pi++,1,8192,5,16.6801
cpp11-pi,1,8192,6,16.5095
openMP-pi,1,8192,6,16.4517
mpi-pi,1,8192,6,16.64570354
mpi-pi++,1,8192,6,16.6432
cpp11-pi,1,8192,7,16.7003
openMP-pi,1,8192,7,16.4363
mpi-pi,1,8192,7,16.63627389
mpi-pi++,1,8192,7,16.6285
cpp11-pi,1,8192,8,16.4883
openMP-pi,1,8192,8,16.4483
mpi-pi,1,8192,8,16.62573359
mpi-pi++,1,8192,8,16.6026
cpp11-pi,1,8192,9,16.4642
openMP-pi,1,8192,9,16.4171
mpi-pi,1,8192,9,16.60519231
mpi-pi++,1,8192,9,16.5877
cpp11-pi,1,8192,10,16.6593
openMP-pi,1,8192,10,16.4158
mpi-pi,1,8192,10,16.58837168
mpi-pi++,1,8192,10,16.5937
cpp11-pi,2,8192,1,9.02207
openMP-pi,2,8192,1,8.33638
mpi-pi,2,8192,1,8.43145381
mpi-pi++,2,8192,1,8.41723
cpp11-pi,2,8192,2,8.31818
openMP-pi,2,8192,2,8.38317
mpi-pi,2,8192,2,8.43690802
mpi-pi++,2,8192,2,8.44475
cpp11-pi,2,8192,3,8.5445
openMP-pi,2,8192,3,8.39896
mpi-pi,2,8192,3,8.49171587
mpi-pi++,2,8192,3,8.55426
cpp11-pi,2,8192,4,8.5269
openMP-pi,2,8192,4,8.51565
mpi-pi,2,8192,4,8.90289535
mpi-pi++,2,8192,4,8.65625
cpp11-pi,2,8192,5,8.4704
openMP-pi,2,8192,5,8.46722
mpi-pi,2,8192,5,8.50805638
mpi-pi++,2,8192,5,8.48289
cpp11-pi,2,8192,6,8.60954
openMP-pi,2,8192,6,8.48357
mpi-pi,2,8192,6,8.50607704
mpi-pi++,2,8192,6,8.50743
cpp11-pi,2,8192,7,8.49079
openMP-pi,2,8192,7,8.48073
mpi-pi,2,8192,7,8.57745591
mpi-pi++,2,8192,7,8.57091
cpp11-pi,2,8192,8,8.58884
openMP-pi,2,8192,8,8.55295
mpi-pi,2,8192,8,8.53825308
mpi-pi++,2,8192,8,8.49642
cpp11-pi,2,8192,9,8.41278
openMP-pi,2,8192,9,8.43208
mpi-pi,2,8192,9,8.50376533
mpi-pi++,2,8192,9,8.49461
cpp11-pi,2,8192,10,8.49196
openMP-pi,2,8192,10,8.43346
mpi-pi,2,8192,10,8.50437214
mpi-pi++,2,8192,10,8.49919
cpp11-pi,4,8192,1,4.80101
openMP-pi,4,8192,1,4.62747
mpi-pi,4,8192,1,4.66577628
mpi-pi++,4,8192,1,4.87264
cpp11-pi,4,8192,2,4.90132
openMP-pi,4,8192,2,4.64206
mpi-pi,4,8192,2,4.89086464
mpi-pi++,4,8192,2,4.6594
cpp11-pi,4,8192,3,4.74812
openMP-pi,4,8192,3,4.66184
mpi-pi,4,8192,3,4.57187282
mpi-pi++,4,8192,3,4.75535
cpp11-pi,4,8192,4,4.73863
openMP-pi,4,8192,4,4.71119
mpi-pi,4,8192,4,4.69180054
mpi-pi++,4,8192,4,4.68864
cpp11-pi,4,8192,5,4.84789
openMP-pi,4,8192,5,4.68539
mpi-pi,4,8192,5,4.70147088
mpi-pi++,4,8192,5,4.6875
cpp11-pi,4,8192,6,4.93494
openMP-pi,4,8192,6,4.67247
mpi-pi,4,8192,6,4.71556845
mpi-pi++,4,8192,6,4.68897
cpp11-pi,4,8192,7,4.66549
openMP-pi,4,8192,7,4.68939
mpi-pi,4,8192,7,4.61525993
mpi-pi++,4,8192,7,4.70241
cpp11-pi,4,8192,8,4.73372
