name,threads,n,duration
openMP-pi,2,1024,1.36536
mpi-pi,2,1024,1.25996917
mpi-pi++,2,1024,1.35864
cpp11-pi,2,2048,2.71346
openMP-pi,2,2048,2.73074
mpi-pi,2,2048,2.52137241
mpi-pi++,2,2048,2.71473
cpp11-pi,2,4096,5.42556
openMP-pi,2,4096,5.45964
mpi-pi,2,4096,5.03987046
mpi-pi++,2,4096,5.42557
cpp11-pi,2,8192,10.85
openMP-pi,2,8192,10.9169
mpi-pi,2,8192,10.07681761
mpi-pi++,2,8192,10.8623
cpp11-pi,2,16384,21.6977
openMP-pi,2,16384,21.8276
mpi-pi,2,16384,20.15627534
mpi-pi++,2,16384,21.6988
cpp11-pi,2,1,0.001633
openMP-pi,2,1,0.001385
mpi-pi,2,1,0.00149262
mpi-pi++,2,1,0.00135259
cpp11-pi,2,2,0.002865
openMP-pi,2,2,0.002704
mpi-pi,2,2,0.00276546
mpi-pi++,2,2,0.00268085
cpp11-pi,2,4,0.005581
openMP-pi,2,4,0.005404
mpi-pi,2,4,0.00507419
mpi-pi++,2,4,0.00541808
cpp11-pi,2,8,0.010927
openMP-pi,2,8,0.010853
mpi-pi,2,8,0.00991059
mpi-pi++,2,8,0.0108122
cpp11-pi,2,16,0.021553
openMP-pi,2,16,0.021522
mpi-pi,2,16,0.01998695
mpi-pi++,2,16,0.0213109
cpp11-pi,2,32,0.042657
openMP-pi,2,32,0.042874
mpi-pi,2,32,0.03970370
mpi-pi++,2,32,0.0425576
cpp11-pi,2,64,0.085174
openMP-pi,2,64,0.08547
mpi-pi,2,64,0.07901883
mpi-pi++,2,64,0.0850657
cpp11-pi,2,128,0.169992
openMP-pi,2,128,0.17088
mpi-pi,2,128,0.15756991
mpi-pi++,2,128,0.16972
cpp11-pi,2,256,0.339893
openMP-pi,2,256,0.341876
mpi-pi,2,256,0.31531929
mpi-pi++,2,256,0.339634
cpp11-pi,2,512,0.678429
openMP-pi,2,512,0.683039
mpi-pi,2,512,0.63070965
mpi-pi++,2,512,0.678538
cpp11-pi,2,1024,1.35731
openMP-pi,2,1024,1.36574
mpi-pi,2,1024,1.26166837
mpi-pi++,2,1024,1.35762
cpp11-pi,2,2048,2.71298
openMP-pi,2,2048,2.73064
mpi-pi,2,2048,2.52199305
mpi-pi++,2,2048,2.71489
cpp11-pi,2,4096,5.4245
openMP-pi,2,4096,5.46013
mpi-pi,2,4096,5.03725188
mpi-pi++,2,4096,5.42698
cpp11-pi,2,8192,10.8477
openMP-pi,2,8192,10.918
mpi-pi,2,8192,10.07727874
mpi-pi++,2,8192,10.8483
cpp11-pi,2,16384,21.6957
openMP-pi,2,16384,21.8371
mpi-pi,2,16384,20.14356904
mpi-pi++,2,16384,21.7043
cpp11-pi,2,1,0.001691
openMP-pi,2,1,0.00138
mpi-pi,2,1,0.00146627
mpi-pi++,2,1,0.00137187
cpp11-pi,2,2,0.00285
openMP-pi,2,2,0.00271
mpi-pi,2,2,0.00277583
mpi-pi++,2,2,0.00271618
cpp11-pi,2,4,0.005471
openMP-pi,2,4,0.005536
mpi-pi,2,4,0.00500624
mpi-pi++,2,4,0.00544466
cpp11-pi,2,8,0.010919
openMP-pi,2,8,0.010759
mpi-pi,2,8,0.00997410
mpi-pi++,2,8,0.010628
cpp11-pi,2,16,0.021558
openMP-pi,2,16,0.021495
mpi-pi,2,16,0.01982538
mpi-pi++,2,16,0.0212745
cpp11-pi,2,32,0.042784
openMP-pi,2,32,0.042901
mpi-pi,2,32,0.03955533
mpi-pi++,2,32,0.0424094
cpp11-pi,2,64,0.085108
openMP-pi,2,64,0.08555
mpi-pi,2,64,0.07879310
mpi-pi++,2,64,0.0849886
cpp11-pi,2,128,0.169982
openMP-pi,2,128,0.17094
mpi-pi,2,128,0.15770252
mpi-pi++,2,128,0.169995
cpp11-pi,2,256,0.339692
openMP-pi,2,256,0.341954
mpi-pi,2,256,0.31509937
mpi-pi++,2,256,0.339346
cpp11-pi,2,512,0.678836
openMP-pi,2,512,0.68344
mpi-pi,2,512,0.63038501
mpi-pi++,2,512,0.678953
cpp11-pi,2,1024,1.3574
openMP-pi,2,1024,1.36577
mpi-pi,2,1024,1.26083965
mpi-pi++,2,1024,1.35847
cpp11-pi,2,2048,2.71326
openMP-pi,2,2048,2.73144
mpi-pi,2,2048,2.52218108
mpi-pi++,2,2048,2.71559
cpp11-pi,2,4096,5.42654
openMP-pi,2,4096,5.45957
mpi-pi,2,4096,5.04117928
mpi-pi++,2,4096,5.42697
cpp11-pi,2,8192,10.8461
openMP-pi,2,8192,10.9174
mpi-pi,2,8192,10.08122555
mpi-pi++,2,8192,10.8483
cpp11-pi,2,16384,21.6927
openMP-pi,2,16384,21.8346
mpi-pi,2,16384,20.16381377
mpi-pi++,2,16384,21.7005
cpp11-pi,2,1,0.001532
openMP-pi,2,1,0.001377
mpi-pi,2,1,0.00125918
mpi-pi++,2,1,0.00142161
cpp11-pi,2,2,0.002837
openMP-pi,2,2,0.002716
mpi-pi,2,2,0.00275939
mpi-pi++,2,2,0.00277389
cpp11-pi,2,4,0.005593
openMP-pi,2,4,0.005474
mpi-pi,2,4,0.00506757
mpi-pi++,2,4,0.00534598
cpp11-pi,2,8,0.010928
openMP-pi,2,8,0.010993
mpi-pi,2,8,0.00993965
mpi-pi++,2,8,0.0107114
cpp11-pi,2,16,0.021653
openMP-pi,2,16,0.021512
mpi-pi,2,16,0.02000868
mpi-pi++,2,16,0.0212835
cpp11-pi,2,32,0.042682
openMP-pi,2,32,0.042839
mpi-pi,2,32,0.03946739
mpi-pi++,2,32,0.0424581
cpp11-pi,2,64,0.08506
openMP-pi,2,64,0.085525
mpi-pi,2,64,0.07883968
mpi-pi++,2,64,0.0850387
cpp11-pi,2,128,0.169713
openMP-pi,2,128,0.170885
mpi-pi,2,128,0.15746462
mpi-pi++,2,128,0.16989
cpp11-pi,2,256,0.339635
openMP-pi,2,256,0.341829
mpi-pi,2,256,0.31512692
mpi-pi++,2,256,0.339425
cpp11-pi,2,512,0.67837
openMP-pi,2,512,0.683319
mpi-pi,2,512,0.63031855
mpi-pi++,2,512,0.678577
cpp11-pi,2,1024,1.3575
openMP-pi,2,1024,1.36603
mpi-pi,2,1024,1.25993925
mpi-pi++,2,1024,1.35898
cpp11-pi,2,2048,2.71319
openMP-pi,2,2048,2.73084
mpi-pi,2,2048,2.52392987
mpi-pi++,2,2048,2.71524
cpp11-pi,2,4096,5.42604
openMP-pi,2,4096,5.4601
mpi-pi,2,4096,5.03786240
mpi-pi++,2,4096,5.42815
cpp11-pi,2,8192,10.8465
openMP-pi,2,8192,10.9164
mpi-pi,2,8192,10.07516590
mpi-pi++,2,8192,10.8463
cpp11-pi,2,16384,21.6946
openMP-pi,2,16384,21.8351
mpi-pi,2,16384,20.15633620
mpi-pi++,2,16384,21.7006
cpp11-pi,1,1,0.001425
openMP-pi,1,1,0.001381
mpi-pi,1,1,0.00153896
mpi-pi++,1,1,0.00152219
cpp11-pi,1,2,0.002827
openMP-pi,1,2,0.003118
mpi-pi,1,2,0.00294942
mpi-pi++,1,2,0.00281622
cpp11-pi,1,4,0.00563
openMP-pi,1,4,0.005798
mpi-pi,1,4,0.00569998
mpi-pi++,1,4,0.00549215
cpp11-pi,1,8,0.011072
openMP-pi,1,8,0.011202
mpi-pi,1,8,0.01123641
mpi-pi++,1,8,0.0109818
cpp11-pi,1,16,0.022484
openMP-pi,1,16,0.022013
mpi-pi,1,16,0.02227087
mpi-pi++,1,16,0.0219242
cpp11-pi,1,32,0.043696
openMP-pi,1,32,0.044187
mpi-pi,1,32,0.04538513
mpi-pi++,1,32,0.0434438
cpp11-pi,1,64,0.087057
openMP-pi,1,64,0.088435
mpi-pi,1,64,0.08853810
mpi-pi++,1,64,0.0871179
cpp11-pi,1,128,0.173713
openMP-pi,1,128,0.174194
mpi-pi,1,128,0.17636477
mpi-pi++,1,128,0.173281
cpp11-pi,1,256,0.346698
openMP-pi,1,256,0.351601
mpi-pi,1,256,0.35296421
mpi-pi++,1,256,0.346586
cpp11-pi,1,512,0.691816
openMP-pi,1,512,0.699398
mpi-pi,1,512,0.70496441
mpi-pi++,1,512,0.692938
cpp11-pi,1,1024,1.38465
openMP-pi,1,1024,1.40284
mpi-pi,1,1024,1.40764105
mpi-pi++,1,1024,1.38563
cpp11-pi,1,2048,2.76672
openMP-pi,1,2048,2.77744
mpi-pi,1,2048,2.80936211
mpi-pi++,1,2048,2.77251
cpp11-pi,1,4096,5.53125
openMP-pi,1,4096,5.59271
mpi-pi,1,4096,5.63487585
mpi-pi++,1,4096,5.54338
cpp11-pi,1,8192,11.067
openMP-pi,1,8192,11.1473
mpi-pi,1,8192,11.26257484
mpi-pi++,1,8192,11.0865
cpp11-pi,1,16384,22.1436
openMP-pi,1,16384,22.3059
mpi-pi,1,16384,25.43698631
mpi-pi++,1,16384,22.148
cpp11-pi,1,1,0.001527
openMP-pi,1,1,0.001424
mpi-pi,1,1,0.00154724
mpi-pi++,1,1,0.00149342
cpp11-pi,1,2,0.003369
openMP-pi,1,2,0.002798
mpi-pi,1,2,0.00283961
mpi-pi++,1,2,0.00349584
cpp11-pi,1,4,0.005659
openMP-pi,1,4,0.005728
mpi-pi,1,4,0.00573166
mpi-pi++,1,4,0.00636518
cpp11-pi,1,8,0.011151
openMP-pi,1,8,0.011442
mpi-pi,1,8,0.01181137
mpi-pi++,1,8,0.0110794
cpp11-pi,1,16,0.022231
openMP-pi,1,16,0.02313
mpi-pi,1,16,0.02254615
mpi-pi++,1,16,0.0221954
cpp11-pi,1,32,0.045617
openMP-pi,1,32,0.045156
mpi-pi,1,32,0.04511761
mpi-pi++,1,32,0.0441111
cpp11-pi,1,64,0.088035
openMP-pi,1,64,0.089397
mpi-pi,1,64,0.08910222
mpi-pi++,1,64,0.0874784
cpp11-pi,1,128,0.174924
openMP-pi,1,128,0.17941
mpi-pi,1,128,0.17843179
mpi-pi++,1,128,0.175652
cpp11-pi,1,256,0.350753
openMP-pi,1,256,0.358213
mpi-pi,1,256,0.35579500
mpi-pi++,1,256,0.349573
cpp11-pi,1,512,0.699289
openMP-pi,1,512,0.713866
mpi-pi,1,512,0.71255861
mpi-pi++,1,512,0.698161
cpp11-pi,1,1024,1.39969
openMP-pi,1,1024,1.42311
mpi-pi,1,1024,1.42712365
mpi-pi++,1,1024,1.39876
cpp11-pi,1,2048,2.79849
openMP-pi,1,2048,2.85133
mpi-pi,1,2048,2.85522627
mpi-pi++,1,2048,2.79911
cpp11-pi,1,4096,5.59997
openMP-pi,1,4096,5.71101
mpi-pi,1,4096,5.71424238
mpi-pi++,1,4096,5.60134
cpp11-pi,1,8192,11.2026
openMP-pi,1,8192,11.4124
mpi-pi,1,8192,11.43249891
mpi-pi++,1,8192,11.2176
cpp11-pi,1,16384,22.4304
openMP-pi,1,16384,22.8744
mpi-pi,1,16384,22.88564123
mpi-pi++,1,16384,22.4597
cpp11-pi,1,1,0.001542
openMP-pi,1,1,0.001886
mpi-pi,1,1,0.00165223
mpi-pi++,1,1,0.00153273
cpp11-pi,1,2,0.003413
openMP-pi,1,2,0.002876
mpi-pi,1,2,0.00301971
mpi-pi++,1,2,0.00291267
cpp11-pi,1,4,0.005821
openMP-pi,1,4,0.005999
mpi-pi,1,4,0.00579168
mpi-pi++,1,4,0.0058268
cpp11-pi,1,8,0.011223
openMP-pi,1,8,0.011448
mpi-pi,1,8,0.01168517
mpi-pi++,1,8,0.0110162
cpp11-pi,1,16,0.022398
openMP-pi,1,16,0.022711
mpi-pi,1,16,0.02268576
mpi-pi++,1,16,0.0229943
cpp11-pi,1,32,0.044391
openMP-pi,1,32,0.045199
mpi-pi,1,32,0.04521190
mpi-pi++,1,32,0.0446191
cpp11-pi,1,64,0.089043
openMP-pi,1,64,0.09006
mpi-pi,1,64,0.08988533
mpi-pi++,1,64,0.087946
cpp11-pi,1,128,0.175465
openMP-pi,1,128,0.179145
mpi-pi,1,128,0.18003270
mpi-pi++,1,128,0.175614
cpp11-pi,1,256,0.352543
openMP-pi,1,256,0.359062
mpi-pi,1,256,0.35900541
mpi-pi++,1,256,0.351084
cpp11-pi,1,512,0.700814
openMP-pi,1,512,0.714032
mpi-pi,1,512,0.71704089
mpi-pi++,1,512,0.701455
cpp11-pi,1,1024,1.40808
openMP-pi,1,1024,1.42666
mpi-pi,1,1024,1.43454574
mpi-pi++,1,1024,1.39973
cpp11-pi,1,2048,2.81357
openMP-pi,1,2048,2.8634
mpi-pi,1,2048,2.86627363
mpi-pi++,1,2048,2.80818
cpp11-pi,1,4096,5.62001
openMP-pi,1,4096,5.72726
mpi-pi,1,4096,5.72683435
mpi-pi++,1,4096,5.61177
cpp11-pi,1,8192,11.2285
openMP-pi,1,8192,11.4554
mpi-pi,1,8192,11.45387306
mpi-pi++,1,8192,11.2403
cpp11-pi,1,16384,22.431
openMP-pi,1,16384,22.8974
mpi-pi,1,16384,22.92435841
mpi-pi++,1,16384,22.4866
cpp11-pi,2,1,0.001653
openMP-pi,2,1,0.001857
mpi-pi,2,1,0.00163152
mpi-pi++,2,1,0.0017395
cpp11-pi,2,2,0.003196
openMP-pi,2,2,0.003142
mpi-pi,2,2,0.00313537
mpi-pi++,2,2,0.00314483
cpp11-pi,2,4,0.006235
openMP-pi,2,4,0.006322
mpi-pi,2,4,0.00630659
mpi-pi++,2,4,0.00622795
cpp11-pi,2,8,0.012447
openMP-pi,2,8,0.012466
mpi-pi,2,8,0.01264923
mpi-pi++,2,8,0.0123503
cpp11-pi,2,16,0.024899
openMP-pi,2,16,0.024818
mpi-pi,2,16,0.02146956
mpi-pi++,2,16,0.0246964
cpp11-pi,2,32,0.049293
openMP-pi,2,32,0.049247
mpi-pi,2,32,0.04952634
mpi-pi++,2,32,0.0492297
cpp11-pi,2,64,0.09877
openMP-pi,2,64,0.098565
mpi-pi,2,64,0.09835836
mpi-pi++,2,64,0.0986572
cpp11-pi,2,128,0.196865
openMP-pi,2,128,0.196896
mpi-pi,2,128,0.19684411
mpi-pi++,2,128,0.196999
cpp11-pi,2,256,0.393696
openMP-pi,2,256,0.393339
mpi-pi,2,256,0.39371769
mpi-pi++,2,256,0.394928
cpp11-pi,2,512,0.788756
openMP-pi,2,512,0.788455
mpi-pi,2,512,0.78963633
mpi-pi++,2,512,0.78986
cpp11-pi,2,1024,1.58352
openMP-pi,2,1024,1.58664
mpi-pi,2,1024,1.59400352
mpi-pi++,2,1024,1.6169
cpp11-pi,2,2048,3.25907
openMP-pi,2,2048,3.34972
mpi-pi,2,2048,3.30756061
mpi-pi++,2,2048,3.15334
cpp11-pi,2,4096,6.15868
openMP-pi,2,4096,5.31249
mpi-pi,2,4096,5.28098426
mpi-pi++,2,4096,5.26358
cpp11-pi,2,8192,10.5304
openMP-pi,2,8192,10.5305
mpi-pi,2,8192,10.52780701
mpi-pi++,2,8192,10.5301
cpp11-pi,2,16384,21.0509
openMP-pi,2,16384,21.0545
mpi-pi,2,16384,21.05728136
mpi-pi++,2,16384,21.0669
cpp11-pi,2,1,0.001665
openMP-pi,2,1,0.001602
mpi-pi,2,1,0.00163243
mpi-pi++,2,1,0.00160049
cpp11-pi,2,2,0.003141
openMP-pi,2,2,0.003129
mpi-pi,2,2,0.00325912
mpi-pi++,2,2,0.00313266
cpp11-pi,2,4,0.006303
openMP-pi,2,4,0.006194
mpi-pi,2,4,0.00618531
mpi-pi++,2,4,0.00618995
cpp11-pi,2,8,0.012536
openMP-pi,2,8,0.012326
mpi-pi,2,8,0.01231484
mpi-pi++,2,8,0.0124173
cpp11-pi,2,16,0.024782
openMP-pi,2,16,0.024667
mpi-pi,2,16,0.02506370
mpi-pi++,2,16,0.0247892
cpp11-pi,2,32,0.049677
openMP-pi,2,32,0.049279
mpi-pi,2,32,0.04914869
mpi-pi++,2,32,0.0492831
cpp11-pi,2,64,0.098746
openMP-pi,2,64,0.098467
mpi-pi,2,64,0.09864404
mpi-pi++,2,64,0.0983311
cpp11-pi,2,128,0.196891
openMP-pi,2,128,0.197054
mpi-pi,2,128,0.19693849
mpi-pi++,2,128,0.196675
cpp11-pi,2,256,0.393576
openMP-pi,2,256,0.394497
mpi-pi,2,256,0.39358649
mpi-pi++,2,256,0.394071
cpp11-pi,2,512,0.788696
openMP-pi,2,512,0.787994
mpi-pi,2,512,0.78900550
mpi-pi++,2,512,0.79061
cpp11-pi,2,1024,1.58042
openMP-pi,2,1024,1.58825
mpi-pi,2,1024,1.61267971
mpi-pi++,2,1024,1.5978
cpp11-pi,2,2048,3.26315
openMP-pi,2,2048,3.36872
mpi-pi,2,2048,3.25895323
mpi-pi++,2,2048,3.15168
cpp11-pi,2,4096,6.10165
openMP-pi,2,4096,5.30949
mpi-pi,2,4096,5.27737749
mpi-pi++,2,4096,5.26228
cpp11-pi,2,8192,10.529
openMP-pi,2,8192,10.529
mpi-pi,2,8192,10.52495488
mpi-pi++,2,8192,10.5281
cpp11-pi,2,16384,21.0467
openMP-pi,2,16384,21.0541
mpi-pi,2,16384,21.06236822
mpi-pi++,2,16384,21.0603
cpp11-pi,2,1,0.001625
openMP-pi,2,1,0.001592
mpi-pi,2,1,0.00157536
mpi-pi++,2,1,0.00164966
cpp11-pi,2,2,0.003198
openMP-pi,2,2,0.003186
mpi-pi,2,2,0.00310427
mpi-pi++,2,2,0.00334715
cpp11-pi,2,4,0.006274
openMP-pi,2,4,0.00626
mpi-pi,2,4,0.00627920
mpi-pi++,2,4,0.00625003
cpp11-pi,2,8,0.012418
openMP-pi,2,8,0.012359
mpi-pi,2,8,0.01237896
mpi-pi++,2,8,0.0124082
cpp11-pi,2,16,0.024697
openMP-pi,2,16,0.024685
mpi-pi,2,16,0.02465776
mpi-pi++,2,16,0.0247842
cpp11-pi,2,32,0.049307
openMP-pi,2,32,0.049168
mpi-pi,2,32,0.04923810
mpi-pi++,2,32,0.0491702
cpp11-pi,2,64,0.098751
openMP-pi,2,64,0.098519
mpi-pi,2,64,0.09846550
mpi-pi++,2,64,0.098384
cpp11-pi,2,128,0.196872
openMP-pi,2,128,0.196932
mpi-pi,2,128,0.19711349
mpi-pi++,2,128,0.196807
cpp11-pi,2,256,0.394213
openMP-pi,2,256,0.393162
mpi-pi,2,256,0.39463334
mpi-pi++,2,256,0.394939
cpp11-pi,2,512,0.788443
openMP-pi,2,512,0.787599
mpi-pi,2,512,0.78826699
mpi-pi++,2,512,0.790269
cpp11-pi,2,1024,1.58237
openMP-pi,2,1024,1.58697
mpi-pi,2,1024,1.61265814
mpi-pi++,2,1024,1.60225
cpp11-pi,2,2048,3.26235
openMP-pi,2,2048,3.36951
mpi-pi,2,2048,3.25917780
mpi-pi++,2,2048,3.1533
cpp11-pi,2,4096,6.10226
openMP-pi,2,4096,5.30821
mpi-pi,2,4096,5.27758094
mpi-pi++,2,4096,5.26191
cpp11-pi,2,8192,10.5273
openMP-pi,2,8192,10.5293
mpi-pi,2,8192,10.52481121
mpi-pi++,2,8192,10.5275
cpp11-pi,2,16384,21.0486
openMP-pi,2,16384,21.054
mpi-pi,2,16384,21.05713954
mpi-pi++,2,16384,21.0606
cpp11-pi,2,1,0.001658
openMP-pi,2,1,0.001595
mpi-pi,2,1,0.00160637
mpi-pi++,2,1,0.00160253
cpp11-pi,2,2,0.003139
openMP-pi,2,2,0.003126
mpi-pi,2,2,0.00311269
mpi-pi++,2,2,0.0031314
cpp11-pi,2,4,0.006242
openMP-pi,2,4,0.006205
mpi-pi,2,4,0.00618872
mpi-pi++,2,4,0.00624678
cpp11-pi,2,8,0.012587
openMP-pi,2,8,0.012332
mpi-pi,2,8,0.01236099
mpi-pi++,2,8,0.0123594
cpp11-pi,2,16,0.024784
openMP-pi,2,16,0.024646
mpi-pi,2,16,0.02506173
mpi-pi++,2,16,0.0246493
cpp11-pi,2,32,0.049765
openMP-pi,2,32,0.049297
mpi-pi,2,32,0.04917636
mpi-pi++,2,32,0.0492528
cpp11-pi,2,64,0.098652
openMP-pi,2,64,0.0985
mpi-pi,2,64,0.09911905
mpi-pi++,2,64,0.0983093
cpp11-pi,2,128,0.196825
openMP-pi,2,128,0.196954
mpi-pi,2,128,0.19676005
mpi-pi++,2,128,0.196571
cpp11-pi,2,256,0.393401
openMP-pi,2,256,0.394048
mpi-pi,2,256,0.39369323
mpi-pi++,2,256,0.394523
cpp11-pi,2,512,0.788517
openMP-pi,2,512,0.788138
mpi-pi,2,512,0.78890832
mpi-pi++,2,512,0.790431
cpp11-pi,2,1024,1.58074
openMP-pi,2,1024,1.58862
mpi-pi,2,1024,1.61190597
mpi-pi++,2,1024,1.59843
cpp11-pi,2,2048,3.26435
openMP-pi,2,2048,3.37128
mpi-pi,2,2048,3.25916488
mpi-pi++,2,2048,3.15173
cpp11-pi,2,4096,6.10212
openMP-pi,2,4096,5.30782
mpi-pi,2,4096,5.27695589
mpi-pi++,2,4096,5.26275
cpp11-pi,2,8192,10.5285
openMP-pi,2,8192,10.5286
mpi-pi,2,8192,10.52514261
mpi-pi++,2,8192,10.5285
cpp11-pi,2,16384,21.0479
openMP-pi,2,16384,21.0525
mpi-pi,2,16384,21.05603653
mpi-pi++,2,16384,21.0618
cpp11-pi,2,1,0.001609
openMP-pi,2,1,0.001585
mpi-pi,2,1,0.00158969
mpi-pi++,2,1,0.00161787
cpp11-pi,2,2,0.003143
openMP-pi,2,2,0.003142
mpi-pi,2,2,0.00315510
mpi-pi++,2,2,0.00311962
cpp11-pi,2,4,0.006269
openMP-pi,2,4,0.006217
mpi-pi,2,4,0.00619924
mpi-pi++,2,4,0.00641541
cpp11-pi,2,8,0.012622
openMP-pi,2,8,0.012391
mpi-pi,2,8,0.01234188
mpi-pi++,2,8,0.0123786
cpp11-pi,2,16,0.024778
openMP-pi,2,16,0.024653
mpi-pi,2,16,0.02473430
mpi-pi++,2,16,0.0246697
cpp11-pi,2,32,0.049637
openMP-pi,2,32,0.04925
mpi-pi,2,32,0.04913117
mpi-pi++,2,32,0.0493667
cpp11-pi,2,64,0.098677
openMP-pi,2,64,0.098398
mpi-pi,2,64,0.09870280
mpi-pi++,2,64,0.0984369
cpp11-pi,2,128,0.196917
openMP-pi,2,128,0.196882
mpi-pi,2,128,0.19716449
mpi-pi++,2,128,0.196721
cpp11-pi,2,256,0.393505
openMP-pi,2,256,0.394138
mpi-pi,2,256,0.39372134
mpi-pi++,2,256,0.394947
cpp11-pi,2,512,0.788825
openMP-pi,2,512,0.787952
mpi-pi,2,512,0.78901734
mpi-pi++,2,512,0.79065
cpp11-pi,2,1024,1.5808
openMP-pi,2,1024,1.58807
mpi-pi,2,1024,1.61335087
mpi-pi++,2,1024,1.59875
cpp11-pi,2,2048,3.26344
openMP-pi,2,2048,3.36884
mpi-pi,2,2048,3.25893685
mpi-pi++,2,2048,3.1518
cpp11-pi,2,4096,6.10321
openMP-pi,2,4096,5.30775
mpi-pi,2,4096,5.27654570
mpi-pi++,2,4096,5.26234
cpp11-pi,2,8192,10.529
openMP-pi,2,8192,10.5291
mpi-pi,2,8192,10.52462074
mpi-pi++,2,8192,10.5295
cpp11-pi,2,16384,21.049
openMP-pi,2,16384,21.0564
mpi-pi,2,16384,21.05420492
mpi-pi++,2,16384,21.0624
cpp11-pi,1,1,0.001634
openMP-pi,1,1,0.00169
mpi-pi,1,1,0.00157372
mpi-pi++,1,1,0.00162912
cpp11-pi,1,2,0.003146
openMP-pi,1,2,0.003081
mpi-pi,1,2,0.00309604
mpi-pi++,1,2,0.0031098
cpp11-pi,1,4,0.006236
openMP-pi,1,4,0.006263
mpi-pi,1,4,0.00622608
mpi-pi++,1,4,0.00620383
cpp11-pi,1,8,0.012446
openMP-pi,1,8,0.012539
mpi-pi,1,8,0.01237745
mpi-pi++,1,8,0.0123656
cpp11-pi,1,16,0.024889
openMP-pi,1,16,0.024689
mpi-pi,1,16,0.02467574
mpi-pi++,1,16,0.0246564
cpp11-pi,1,32,0.049764
openMP-pi,1,32,0.049562
mpi-pi,1,32,0.04937268
mpi-pi++,1,32,0.0490821
cpp11-pi,1,64,0.098831
openMP-pi,1,64,0.09865
mpi-pi,1,64,0.09825160
mpi-pi++,1,64,0.098367
cpp11-pi,1,128,0.196777
openMP-pi,1,128,0.196994
mpi-pi,1,128,0.19690337
mpi-pi++,1,128,0.197064
cpp11-pi,1,256,0.394905
openMP-pi,1,256,0.393277
mpi-pi,1,256,0.39346362
mpi-pi++,1,256,0.393343
cpp11-pi,1,512,0.787576
openMP-pi,1,512,0.786665
mpi-pi,1,512,0.78657777
mpi-pi++,1,512,0.788504
cpp11-pi,1,1024,1.5726
openMP-pi,1,1024,1.57392
mpi-pi,1,1024,1.57353908
mpi-pi++,1,1024,1.57416
cpp11-pi,1,2048,3.14637
openMP-pi,1,2048,3.14659
mpi-pi,1,2048,3.14938989
mpi-pi++,1,2048,3.14985
cpp11-pi,1,4096,6.29657
openMP-pi,1,4096,6.29213
mpi-pi,1,4096,6.29430830
mpi-pi++,1,4096,6.29247
cpp11-pi,1,8192,12.5962
openMP-pi,1,8192,12.6021
mpi-pi,1,8192,12.59906082
mpi-pi++,1,8192,12.6013
cpp11-pi,1,16384,25.1598
openMP-pi,1,16384,25.2046
mpi-pi,1,16384,25.15686165
mpi-pi++,1,16384,25.1565
cpp11-pi,1,1,0.001634
openMP-pi,1,1,0.001715
mpi-pi,1,1,0.00159117
mpi-pi++,1,1,0.00159852
cpp11-pi,1,2,0.003168
openMP-pi,1,2,0.003088
mpi-pi,1,2,0.00310163
mpi-pi++,1,2,0.00311053
cpp11-pi,1,4,0.006267
openMP-pi,1,4,0.006249
mpi-pi,1,4,0.00618741
mpi-pi++,1,4,0.0062188
cpp11-pi,1,8,0.012486
openMP-pi,1,8,0.012444
mpi-pi,1,8,0.01237615
mpi-pi++,1,8,0.0123792
cpp11-pi,1,16,0.024894
openMP-pi,1,16,0.024672
mpi-pi,1,16,0.02468019
mpi-pi++,1,16,0.0246534
cpp11-pi,1,32,0.049929
openMP-pi,1,32,0.049641
mpi-pi,1,32,0.04943177
mpi-pi++,1,32,0.0491275
cpp11-pi,1,64,0.098869
openMP-pi,1,64,0.098628
mpi-pi,1,64,0.09809232
mpi-pi++,1,64,0.0982083
cpp11-pi,1,128,0.196722
openMP-pi,1,128,0.196878
mpi-pi,1,128,0.19687207
mpi-pi++,1,128,0.197084
cpp11-pi,1,256,0.396718
openMP-pi,1,256,0.393182
mpi-pi,1,256,0.39358884
mpi-pi++,1,256,0.393906
cpp11-pi,1,512,0.786468
openMP-pi,1,512,0.786996
mpi-pi,1,512,0.78669995
mpi-pi++,1,512,0.787824
cpp11-pi,1,1024,1.57246
openMP-pi,1,1024,1.57321
mpi-pi,1,1024,1.57342349
mpi-pi++,1,1024,1.57397
cpp11-pi,1,2048,3.14712
openMP-pi,1,2048,3.14668
mpi-pi,1,2048,3.14798446
mpi-pi++,1,2048,3.1495
cpp11-pi,1,4096,6.29252
openMP-pi,1,4096,6.2885
mpi-pi,1,4096,6.29319423
mpi-pi++,1,4096,6.30102
cpp11-pi,1,8192,12.5924
openMP-pi,1,8192,12.5866
mpi-pi,1,8192,12.59548106
mpi-pi++,1,8192,12.5944
cpp11-pi,1,16384,25.1534
openMP-pi,1,16384,25.1554
mpi-pi,1,16384,25.15742497
mpi-pi++,1,16384,25.1554
cpp11-pi,1,1,0.001634
openMP-pi,1,1,0.00155
mpi-pi,1,1,0.00157603
mpi-pi++,1,1,0.00158155
cpp11-pi,1,2,0.003156
openMP-pi,1,2,0.003237
mpi-pi,1,2,0.00310238
mpi-pi++,1,2,0.00311662
cpp11-pi,1,4,0.006276
openMP-pi,1,4,0.006283
mpi-pi,1,4,0.00623646
mpi-pi++,1,4,0.00621036
cpp11-pi,1,8,0.0125
openMP-pi,1,8,0.012501
