name,threads,n,duration
mpi-pi,128,2048,0.06748121
mpi-pi++,128,2048,0.0638571
cpp11-pi,128,4096,0.154019
openMP-pi,128,4096,0.170579
mpi-pi,128,4096,0.13126467
mpi-pi++,128,4096,0.133277
cpp11-pi,128,8192,0.262271
openMP-pi,128,8192,0.37425
mpi-pi,128,8192,0.23759751
mpi-pi++,128,8192,0.248993
cpp11-pi,128,16384,0.549443
openMP-pi,128,16384,0.507316
mpi-pi,128,16384,0.51785693
mpi-pi++,128,16384,0.49475
cpp11-pi,128,1,0.007739
openMP-pi,128,1,0.016096
mpi-pi,128,1,0.00179515
mpi-pi++,128,1,0.00356117
cpp11-pi,128,2,0.005784
openMP-pi,128,2,0.042882
mpi-pi,128,2,0.00199088
mpi-pi++,128,2,0.00314664
cpp11-pi,128,4,0.006242
openMP-pi,128,4,0.014531
mpi-pi,128,4,0.00144079
mpi-pi++,128,4,0.00334796
cpp11-pi,128,8,0.006488
openMP-pi,128,8,0.034101
mpi-pi,128,8,0.00161654
mpi-pi++,128,8,0.00385454
cpp11-pi,128,16,0.009494
openMP-pi,128,16,0.029786
mpi-pi,128,16,0.00272098
mpi-pi++,128,16,0.00339226
cpp11-pi,128,32,0.009813
openMP-pi,128,32,0.014893
mpi-pi,128,32,0.00233715
mpi-pi++,128,32,0.00407399
cpp11-pi,128,64,0.009157
openMP-pi,128,64,0.021237
mpi-pi,128,64,0.00506658
mpi-pi++,128,64,0.00471503
cpp11-pi,128,128,0.014502
openMP-pi,128,128,0.026028
mpi-pi,128,128,0.00557747
mpi-pi++,128,128,0.0076198
cpp11-pi,128,256,0.013781
openMP-pi,128,256,0.020744
mpi-pi,128,256,0.00951084
mpi-pi++,128,256,0.012151
cpp11-pi,128,512,0.042484
openMP-pi,128,512,0.054105
mpi-pi,128,512,0.01896438
mpi-pi++,128,512,0.0207584
cpp11-pi,128,1024,0.053597
openMP-pi,128,1024,0.053472
mpi-pi,128,1024,0.03411901
mpi-pi++,128,1024,0.0342616
cpp11-pi,128,2048,0.125504
openMP-pi,128,2048,0.101491
mpi-pi,128,2048,0.06673262
mpi-pi++,128,2048,0.0701803
cpp11-pi,128,4096,0.155106
openMP-pi,128,4096,0.146461
mpi-pi,128,4096,0.11096457
mpi-pi++,128,4096,0.145306
cpp11-pi,128,8192,0.337736
openMP-pi,128,8192,0.26151
mpi-pi,128,8192,0.24768061
mpi-pi++,128,8192,0.220355
cpp11-pi,128,16384,0.554054
openMP-pi,128,16384,0.486185
mpi-pi,128,16384,0.50309205
mpi-pi++,128,16384,0.437312
cpp11-pi,128,1,0.009561
openMP-pi,128,1,0.026103
mpi-pi,128,1,0.00214835
mpi-pi++,128,1,0.00165524
cpp11-pi,128,2,0.007185
openMP-pi,128,2,0.016188
mpi-pi,128,2,0.00122500
mpi-pi++,128,2,0.00311043
cpp11-pi,128,4,0.007851
openMP-pi,128,4,0.018666
mpi-pi,128,4,0.00260804
mpi-pi++,128,4,0.00220586
cpp11-pi,128,8,0.007308
openMP-pi,128,8,0.017885
mpi-pi,128,8,0.00099177
mpi-pi++,128,8,0.00152635
cpp11-pi,128,16,0.008761
openMP-pi,128,16,0.018797
mpi-pi,128,16,0.00290833
mpi-pi++,128,16,0.00299931
cpp11-pi,128,32,0.009135
openMP-pi,128,32,0.020094
mpi-pi,128,32,0.00388944
mpi-pi++,128,32,0.00289171
cpp11-pi,128,64,0.006787
openMP-pi,128,64,0.023073
mpi-pi,128,64,0.00541934
mpi-pi++,128,64,0.00518338
cpp11-pi,128,128,0.009256
openMP-pi,128,128,0.020446
mpi-pi,128,128,0.00800141
mpi-pi++,128,128,0.00831319
cpp11-pi,128,256,0.01281
openMP-pi,128,256,0.029203
mpi-pi,128,256,0.01467671
mpi-pi++,128,256,0.0132891
cpp11-pi,128,512,0.024433
openMP-pi,128,512,0.033553
mpi-pi,128,512,0.02173197
mpi-pi++,128,512,0.0213079
cpp11-pi,128,1024,0.048561
openMP-pi,128,1024,0.056215
mpi-pi,128,1024,0.04724534
mpi-pi++,128,1024,0.0405675
cpp11-pi,128,2048,0.094091
openMP-pi,128,2048,0.087666
mpi-pi,128,2048,0.08721916
mpi-pi++,128,2048,0.0815672
cpp11-pi,128,4096,0.167377
openMP-pi,128,4096,0.156646
mpi-pi,128,4096,0.13794922
mpi-pi++,128,4096,0.142053
cpp11-pi,128,8192,0.322548
openMP-pi,128,8192,0.292884
mpi-pi,128,8192,0.28354326
mpi-pi++,128,8192,0.237286
cpp11-pi,128,16384,0.552974
openMP-pi,128,16384,0.558085
mpi-pi,128,16384,0.54287379
mpi-pi++,128,16384,0.560191
cpp11-pi,128,1,0.00744
openMP-pi,128,1,0.04485
mpi-pi,128,1,0.00180305
mpi-pi++,128,1,0.00243598
cpp11-pi,128,2,0.005344
openMP-pi,128,2,0.028897
mpi-pi,128,2,0.00306665
mpi-pi++,128,2,0.00286106
cpp11-pi,128,4,0.006064
openMP-pi,128,4,0.033312
mpi-pi,128,4,0.00071681
mpi-pi++,128,4,0.00225987
cpp11-pi,128,8,0.006015
openMP-pi,128,8,0.0359
mpi-pi,128,8,0.00123775
mpi-pi++,128,8,0.00327214
cpp11-pi,128,16,0.006955
openMP-pi,128,16,0.041546
mpi-pi,128,16,0.00148456
mpi-pi++,128,16,0.00355812
cpp11-pi,128,32,0.007999
openMP-pi,128,32,0.026995
mpi-pi,128,32,0.00363449
mpi-pi++,128,32,0.00466707
cpp11-pi,128,64,0.007078
openMP-pi,128,64,0.030931
mpi-pi,128,64,0.00343769
mpi-pi++,128,64,0.00637439
cpp11-pi,128,128,0.009373
openMP-pi,128,128,0.016921
mpi-pi,128,128,0.00805240
mpi-pi++,128,128,0.00647337
cpp11-pi,128,256,0.022917
openMP-pi,128,256,0.036053
mpi-pi,128,256,0.00985194
mpi-pi++,128,256,0.0106168
cpp11-pi,128,512,0.025519
openMP-pi,128,512,0.041863
mpi-pi,128,512,0.01772756
mpi-pi++,128,512,0.0181964
cpp11-pi,128,1024,0.061235
openMP-pi,128,1024,0.076161
mpi-pi,128,1024,0.04551664
mpi-pi++,128,1024,0.0343613
cpp11-pi,128,2048,0.096933
openMP-pi,128,2048,0.069865
mpi-pi,128,2048,0.06688400
mpi-pi++,128,2048,0.0836465
cpp11-pi,128,4096,0.159853
openMP-pi,128,4096,0.179369
mpi-pi,128,4096,0.12480012
mpi-pi++,128,4096,0.14599
cpp11-pi,128,8192,0.291611
openMP-pi,128,8192,0.278436
mpi-pi,128,8192,0.29087529
mpi-pi++,128,8192,0.2929
cpp11-pi,128,16384,0.476926
openMP-pi,128,16384,0.58145
mpi-pi,128,16384,0.51049343
mpi-pi++,128,16384,0.449684
cpp11-pi,128,1,0.010082
openMP-pi,128,1,0.045776
mpi-pi,128,1,0.00208368
mpi-pi++,128,1,0.00305616
cpp11-pi,128,2,0.005938
openMP-pi,128,2,0.035797
mpi-pi,128,2,0.00189553
mpi-pi++,128,2,0.00236723
cpp11-pi,128,4,0.005826
openMP-pi,128,4,0.013746
mpi-pi,128,4,0.00324738
mpi-pi++,128,4,0.00362286
cpp11-pi,128,8,0.008141
openMP-pi,128,8,0.028484
mpi-pi,128,8,0.00156363
mpi-pi++,128,8,0.00286254
cpp11-pi,128,16,0.00756
openMP-pi,128,16,0.017403
mpi-pi,128,16,0.00204437
mpi-pi++,128,16,0.00278955
cpp11-pi,128,32,0.009005
openMP-pi,128,32,0.024521
mpi-pi,128,32,0.00271690
mpi-pi++,128,32,0.00234409
cpp11-pi,128,64,0.008973
openMP-pi,128,64,0.017694
mpi-pi,128,64,0.00377751
mpi-pi++,128,64,0.00474519
cpp11-pi,128,128,0.011421
openMP-pi,128,128,0.021532
mpi-pi,128,128,0.00610908
mpi-pi++,128,128,0.00615524
cpp11-pi,128,256,0.014885
openMP-pi,128,256,0.024702
mpi-pi,128,256,0.01015959
mpi-pi++,128,256,0.00904675
cpp11-pi,128,512,0.023272
openMP-pi,128,512,0.03268
mpi-pi,128,512,0.01960263
mpi-pi++,128,512,0.0214184
cpp11-pi,128,1024,0.07622
openMP-pi,128,1024,0.085395
mpi-pi,128,1024,0.03315208
mpi-pi++,128,1024,0.0345386
cpp11-pi,128,2048,0.079979
openMP-pi,128,2048,0.111261
mpi-pi,128,2048,0.05941047
mpi-pi++,128,2048,0.0658673
cpp11-pi,128,4096,0.113482
openMP-pi,128,4096,0.158152
mpi-pi,128,4096,0.11300882
mpi-pi++,128,4096,0.135869
cpp11-pi,128,8192,0.274356
openMP-pi,128,8192,0.247436
mpi-pi,128,8192,0.26709055
mpi-pi++,128,8192,0.254491
cpp11-pi,128,16384,0.525883
openMP-pi,128,16384,0.553486
mpi-pi,128,16384,0.47570102
mpi-pi++,128,16384,0.433404
cpp11-pi,8,1,0.00115
openMP-pi,8,1,0.001237
mpi-pi,8,1,0.00063570
mpi-pi++,8,1,0.000670355
cpp11-pi,8,2,0.001965
openMP-pi,8,2,0.001833
mpi-pi,8,2,0.00106022
mpi-pi++,8,2,0.00117636
cpp11-pi,8,4,0.003564
openMP-pi,8,4,0.003045
mpi-pi,8,4,0.00261367
mpi-pi++,8,4,0.00186239
cpp11-pi,8,8,0.005255
openMP-pi,8,8,0.004446
mpi-pi,8,8,0.00491060
mpi-pi++,8,8,0.00357803
cpp11-pi,8,16,0.007597
openMP-pi,8,16,0.00805
mpi-pi,8,16,0.00635203
mpi-pi++,8,16,0.0078194
cpp11-pi,8,32,0.013723
openMP-pi,8,32,0.013799
mpi-pi,8,32,0.01245563
mpi-pi++,8,32,0.0129455
cpp11-pi,8,64,0.027019
openMP-pi,8,64,0.027041
mpi-pi,8,64,0.02381971
mpi-pi++,8,64,0.025684
cpp11-pi,8,128,0.052028
openMP-pi,8,128,0.053357
mpi-pi,8,128,0.05215510
mpi-pi++,8,128,0.0534054
cpp11-pi,8,256,0.103499
openMP-pi,8,256,0.104666
mpi-pi,8,256,0.09474084
mpi-pi++,8,256,0.101926
cpp11-pi,8,512,0.187647
openMP-pi,8,512,0.17298
mpi-pi,8,512,0.16944688
mpi-pi++,8,512,0.173136
cpp11-pi,8,1024,0.341518
openMP-pi,8,1024,0.34427
mpi-pi,8,1024,0.31671845
mpi-pi++,8,1024,0.340072
cpp11-pi,8,2048,0.68087
openMP-pi,8,2048,0.685039
mpi-pi,8,2048,0.63311067
mpi-pi++,8,2048,0.681725
cpp11-pi,8,4096,1.35908
openMP-pi,8,4096,1.3682
mpi-pi,8,4096,1.26289806
mpi-pi++,8,4096,1.36453
cpp11-pi,8,8192,2.71665
openMP-pi,8,8192,2.73459
mpi-pi,8,8192,2.52538858
mpi-pi++,8,8192,2.71387
cpp11-pi,8,16384,5.42905
openMP-pi,8,16384,5.4612
mpi-pi,8,16384,5.05100674
mpi-pi++,8,16384,5.42914
cpp11-pi,8,1,0.001168
openMP-pi,8,1,0.00109
mpi-pi,8,1,0.00056125
mpi-pi++,8,1,0.000659892
cpp11-pi,8,2,0.001967
openMP-pi,8,2,0.002118
mpi-pi,8,2,0.00090527
mpi-pi++,8,2,0.000999277
cpp11-pi,8,4,0.003096
openMP-pi,8,4,0.00306
mpi-pi,8,4,0.00169977
mpi-pi++,8,4,0.00271532
cpp11-pi,8,8,0.004604
openMP-pi,8,8,0.004228
mpi-pi,8,8,0.00416048
mpi-pi++,8,8,0.0033908
cpp11-pi,8,16,0.008314
openMP-pi,8,16,0.007136
mpi-pi,8,16,0.00631698
mpi-pi++,8,16,0.00943889
cpp11-pi,8,32,0.01415
openMP-pi,8,32,0.013219
mpi-pi,8,32,0.01239846
mpi-pi++,8,32,0.0130032
cpp11-pi,8,64,0.026796
openMP-pi,8,64,0.026546
mpi-pi,8,64,0.02757477
mpi-pi++,8,64,0.0255733
cpp11-pi,8,128,0.052708
openMP-pi,8,128,0.052752
mpi-pi,8,128,0.04777551
mpi-pi++,8,128,0.0510198
cpp11-pi,8,256,0.103077
openMP-pi,8,256,0.101481
mpi-pi,8,256,0.07917259
mpi-pi++,8,256,0.0883738
cpp11-pi,8,512,0.171632
openMP-pi,8,512,0.17263
mpi-pi,8,512,0.16543538
mpi-pi++,8,512,0.187397
cpp11-pi,8,1024,0.341769
openMP-pi,8,1024,0.344795
mpi-pi,8,1024,0.31678399
mpi-pi++,8,1024,0.339801
cpp11-pi,8,2048,0.681657
openMP-pi,8,2048,0.686593
mpi-pi,8,2048,0.63629536
mpi-pi++,8,2048,0.679172
cpp11-pi,8,4096,1.36024
openMP-pi,8,4096,1.36861
mpi-pi,8,4096,1.26532342
mpi-pi++,8,4096,1.3599
cpp11-pi,8,8192,2.71823
openMP-pi,8,8192,2.73522
mpi-pi,8,8192,2.52422492
mpi-pi++,8,8192,2.71612
cpp11-pi,8,16384,5.43053
openMP-pi,8,16384,5.46277
mpi-pi,8,16384,5.04286161
mpi-pi++,8,16384,5.4323
cpp11-pi,8,1,0.001163
openMP-pi,8,1,0.000852
mpi-pi,8,1,0.00070598
mpi-pi++,8,1,0.000558113
cpp11-pi,8,2,0.001865
openMP-pi,8,2,0.001186
mpi-pi,8,2,0.00102797
mpi-pi++,8,2,0.000956804
cpp11-pi,8,4,0.003841
openMP-pi,8,4,0.003081
mpi-pi,8,4,0.00181043
mpi-pi++,8,4,0.00168984
cpp11-pi,8,8,0.004681
openMP-pi,8,8,0.00491
mpi-pi,8,8,0.00330946
mpi-pi++,8,8,0.00341492
cpp11-pi,8,16,0.007508
openMP-pi,8,16,0.007834
mpi-pi,8,16,0.00807710
mpi-pi++,8,16,0.00646527
cpp11-pi,8,32,0.014157
openMP-pi,8,32,0.014314
mpi-pi,8,32,0.01294030
mpi-pi++,8,32,0.0128482
cpp11-pi,8,64,0.027106
openMP-pi,8,64,0.02753
mpi-pi,8,64,0.02381383
mpi-pi++,8,64,0.0260365
cpp11-pi,8,128,0.052339
openMP-pi,8,128,0.053351
mpi-pi,8,128,0.06280026
mpi-pi++,8,128,0.0511327
cpp11-pi,8,256,0.103969
openMP-pi,8,256,0.104636
mpi-pi,8,256,0.09068049
mpi-pi++,8,256,0.0984901
cpp11-pi,8,512,0.172075
openMP-pi,8,512,0.173179
mpi-pi,8,512,0.15980491
mpi-pi++,8,512,0.170213
cpp11-pi,8,1024,0.341708
openMP-pi,8,1024,0.34435
mpi-pi,8,1024,0.31699621
mpi-pi++,8,1024,0.340093
cpp11-pi,8,2048,0.681423
openMP-pi,8,2048,0.686222
mpi-pi,8,2048,0.63174436
mpi-pi++,8,2048,0.679254
cpp11-pi,8,4096,1.35984
openMP-pi,8,4096,1.36966
mpi-pi,8,4096,1.28147743
mpi-pi++,8,4096,1.37199
cpp11-pi,8,8192,2.71796
openMP-pi,8,8192,2.73538
mpi-pi,8,8192,2.53521999
mpi-pi++,8,8192,2.71381
cpp11-pi,8,16384,5.42805
openMP-pi,8,16384,5.462
mpi-pi,8,16384,5.03831821
mpi-pi++,8,16384,5.42591
cpp11-pi,8,1,0.001092
openMP-pi,8,1,0.001222
mpi-pi,8,1,0.00054789
mpi-pi++,8,1,0.000624489
cpp11-pi,8,2,0.002035
openMP-pi,8,2,0.001489
mpi-pi,8,2,0.00130169
mpi-pi++,8,2,0.000982265
cpp11-pi,8,4,0.002648
openMP-pi,8,4,0.003738
mpi-pi,8,4,0.00160263
mpi-pi++,8,4,0.00298805
cpp11-pi,8,8,0.004377
openMP-pi,8,8,0.004743
mpi-pi,8,8,0.00318535
mpi-pi++,8,8,0.0050088
cpp11-pi,8,16,0.007537
openMP-pi,8,16,0.007932
mpi-pi,8,16,0.00764313
mpi-pi++,8,16,0.00765164
cpp11-pi,8,32,0.013741
openMP-pi,8,32,0.013525
mpi-pi,8,32,0.01563269
mpi-pi++,8,32,0.0130009
cpp11-pi,8,64,0.027067
openMP-pi,8,64,0.027049
mpi-pi,8,64,0.02838299
mpi-pi++,8,64,0.027791
cpp11-pi,8,128,0.052307
openMP-pi,8,128,0.052598
mpi-pi,8,128,0.04771694
mpi-pi++,8,128,0.051108
cpp11-pi,8,256,0.103688
openMP-pi,8,256,0.102897
mpi-pi,8,256,0.09196504
mpi-pi++,8,256,0.0856519
cpp11-pi,8,512,0.172396
openMP-pi,8,512,0.173022
mpi-pi,8,512,0.16034018
mpi-pi++,8,512,0.172422
cpp11-pi,8,1024,0.341212
openMP-pi,8,1024,0.343299
mpi-pi,8,1024,0.31574616
mpi-pi++,8,1024,0.339643
cpp11-pi,8,2048,0.680862
openMP-pi,8,2048,0.686059
mpi-pi,8,2048,0.63068181
mpi-pi++,8,2048,0.679052
cpp11-pi,8,4096,1.35939
openMP-pi,8,4096,1.36877
mpi-pi,8,4096,1.26451495
mpi-pi++,8,4096,1.35855
cpp11-pi,8,8192,2.71587
openMP-pi,8,8192,2.73379
mpi-pi,8,8192,2.52262043
mpi-pi++,8,8192,2.71543
cpp11-pi,8,16384,5.42932
openMP-pi,8,16384,5.46121
mpi-pi,8,16384,5.04206573
mpi-pi++,8,16384,5.42807
cpp11-pi,8,1,0.001183
openMP-pi,8,1,0.001161
mpi-pi,8,1,0.00063037
mpi-pi++,8,1,0.000670296
cpp11-pi,8,2,0.001569
openMP-pi,8,2,0.003825
mpi-pi,8,2,0.00144521
mpi-pi++,8,2,0.000977427
cpp11-pi,8,4,0.00295
openMP-pi,8,4,0.003437
mpi-pi,8,4,0.00230935
mpi-pi++,8,4,0.00178689
cpp11-pi,8,8,0.005183
openMP-pi,8,8,0.004539
mpi-pi,8,8,0.00597224
mpi-pi++,8,8,0.00327361
cpp11-pi,8,16,0.00761
openMP-pi,8,16,0.008391
mpi-pi,8,16,0.00924552
mpi-pi++,8,16,0.00648188
cpp11-pi,8,32,0.013139
openMP-pi,8,32,0.01477
mpi-pi,8,32,0.01573567
mpi-pi++,8,32,0.0128934
cpp11-pi,8,64,0.026563
openMP-pi,8,64,0.027104
mpi-pi,8,64,0.02391390
mpi-pi++,8,64,0.0256072
cpp11-pi,8,128,0.05127
openMP-pi,8,128,0.052831
mpi-pi,8,128,0.05714115
mpi-pi++,8,128,0.0510488
cpp11-pi,8,256,0.102046
openMP-pi,8,256,0.093776
mpi-pi,8,256,0.07946586
mpi-pi++,8,256,0.0852998
cpp11-pi,8,512,0.172205
openMP-pi,8,512,0.173252
mpi-pi,8,512,0.15911167
mpi-pi++,8,512,0.169991
cpp11-pi,8,1024,0.341334
openMP-pi,8,1024,0.344322
mpi-pi,8,1024,0.32872729
mpi-pi++,8,1024,0.339621
cpp11-pi,8,2048,0.680417
openMP-pi,8,2048,0.685919
mpi-pi,8,2048,0.64924436
mpi-pi++,8,2048,0.679102
cpp11-pi,8,4096,1.36002
openMP-pi,8,4096,1.36882
mpi-pi,8,4096,1.27852584
mpi-pi++,8,4096,1.35884
cpp11-pi,8,8192,2.71739
openMP-pi,8,8192,2.73478
mpi-pi,8,8192,2.53031917
mpi-pi++,8,8192,2.71459
cpp11-pi,8,16384,5.42944
openMP-pi,8,16384,5.46186
mpi-pi,8,16384,5.04407276
mpi-pi++,8,16384,5.42802
cpp11-pi,8,1,0.001193
openMP-pi,8,1,0.001656
mpi-pi,8,1,0.00085735
mpi-pi++,8,1,0.000818399
cpp11-pi,8,2,0.001946
openMP-pi,8,2,0.001488
mpi-pi,8,2,0.00111612
mpi-pi++,8,2,0.00099321
cpp11-pi,8,4,0.003604
openMP-pi,8,4,0.002698
mpi-pi,8,4,0.00180490
mpi-pi++,8,4,0.00289687
cpp11-pi,8,8,0.005326
openMP-pi,8,8,0.005193
mpi-pi,8,8,0.00513316
mpi-pi++,8,8,0.00462407
cpp11-pi,8,16,0.008274
openMP-pi,8,16,0.008011
mpi-pi,8,16,0.00664210
mpi-pi++,8,16,0.00776492
cpp11-pi,8,32,0.014256
openMP-pi,8,32,0.014964
mpi-pi,8,32,0.01294997
mpi-pi++,8,32,0.0129914
cpp11-pi,8,64,0.026951
openMP-pi,8,64,0.025902
mpi-pi,8,64,0.02397356
mpi-pi++,8,64,0.0300685
cpp11-pi,8,128,0.052464
openMP-pi,8,128,0.052808
mpi-pi,8,128,0.05829097
mpi-pi++,8,128,0.0510823
cpp11-pi,8,256,0.104308
openMP-pi,8,256,0.103699
mpi-pi,8,256,0.09463911
mpi-pi++,8,256,0.101887
cpp11-pi,8,512,0.191731
openMP-pi,8,512,0.173147
mpi-pi,8,512,0.15867096
mpi-pi++,8,512,0.189373
cpp11-pi,8,1024,0.341891
openMP-pi,8,1024,0.344317
mpi-pi,8,1024,0.31684138
mpi-pi++,8,1024,0.36661
cpp11-pi,8,2048,0.680684
openMP-pi,8,2048,0.685237
mpi-pi,8,2048,0.63393506
mpi-pi++,8,2048,0.682509
cpp11-pi,8,4096,1.35968
openMP-pi,8,4096,1.36847
mpi-pi,8,4096,1.26302442
mpi-pi++,8,4096,1.35901
cpp11-pi,8,8192,2.71609
openMP-pi,8,8192,2.73366
mpi-pi,8,8192,2.52769060
mpi-pi++,8,8192,2.71987
cpp11-pi,8,16384,5.43133
openMP-pi,8,16384,5.46353
mpi-pi,8,16384,5.05603927
mpi-pi++,8,16384,5.42732
cpp11-pi,8,1,0.001151
openMP-pi,8,1,0.001414
mpi-pi,8,1,0.00086743
mpi-pi++,8,1,0.000648927
cpp11-pi,8,2,0.001779
openMP-pi,8,2,0.001853
mpi-pi,8,2,0.00142310
mpi-pi++,8,2,0.00096644
cpp11-pi,8,4,0.003569
openMP-pi,8,4,0.002783
mpi-pi,8,4,0.00256897
mpi-pi++,8,4,0.00177876
cpp11-pi,8,8,0.005073
openMP-pi,8,8,0.004827
mpi-pi,8,8,0.00489459
mpi-pi++,8,8,0.00339818
cpp11-pi,8,16,0.00768
openMP-pi,8,16,0.008673
mpi-pi,8,16,0.00644926
mpi-pi++,8,16,0.0122263
cpp11-pi,8,32,0.014537
openMP-pi,8,32,0.014828
mpi-pi,8,32,0.01223990
mpi-pi++,8,32,0.0129508
cpp11-pi,8,64,0.027021
openMP-pi,8,64,0.027103
mpi-pi,8,64,0.02466436
mpi-pi++,8,64,0.0256689
cpp11-pi,8,128,0.052248
openMP-pi,8,128,0.052615
mpi-pi,8,128,0.04880592
mpi-pi++,8,128,0.0549339
cpp11-pi,8,256,0.103358
openMP-pi,8,256,0.099613
mpi-pi,8,256,0.07917482
mpi-pi++,8,256,0.0851585
cpp11-pi,8,512,0.172004
openMP-pi,8,512,0.173007
mpi-pi,8,512,0.17017282
mpi-pi++,8,512,0.170629
cpp11-pi,8,1024,0.34125
openMP-pi,8,1024,0.344024
mpi-pi,8,1024,0.31564688
mpi-pi++,8,1024,0.339812
cpp11-pi,8,2048,0.681115
openMP-pi,8,2048,0.685727
mpi-pi,8,2048,0.63069569
mpi-pi++,8,2048,0.679521
cpp11-pi,8,4096,1.35922
openMP-pi,8,4096,1.36762
mpi-pi,8,4096,1.26230991
mpi-pi++,8,4096,1.35892
cpp11-pi,8,8192,2.71686
openMP-pi,8,8192,2.73418
mpi-pi,8,8192,2.52299776
mpi-pi++,8,8192,2.71603
cpp11-pi,8,16384,5.42665
openMP-pi,8,16384,5.46256
mpi-pi,8,16384,5.04237307
mpi-pi++,8,16384,5.4277
cpp11-pi,8,1,0.001199
openMP-pi,8,1,0.001432
mpi-pi,8,1,0.00054326
mpi-pi++,8,1,0.000771615
cpp11-pi,8,2,0.00197
openMP-pi,8,2,0.002108
mpi-pi,8,2,0.00153123
mpi-pi++,8,2,0.00105474
cpp11-pi,8,4,0.003838
openMP-pi,8,4,0.003085
mpi-pi,8,4,0.00288763
mpi-pi++,8,4,0.00171721
cpp11-pi,8,8,0.004266
openMP-pi,8,8,0.004898
mpi-pi,8,8,0.00479123
mpi-pi++,8,8,0.00350724
cpp11-pi,8,16,0.007673
openMP-pi,8,16,0.007235
mpi-pi,8,16,0.00916861
mpi-pi++,8,16,0.00653872
cpp11-pi,8,32,0.014165
openMP-pi,8,32,0.014189
mpi-pi,8,32,0.01205321
mpi-pi++,8,32,0.0128949
cpp11-pi,8,64,0.027333
openMP-pi,8,64,0.026973
mpi-pi,8,64,0.02541275
mpi-pi++,8,64,0.0257999
cpp11-pi,8,128,0.05276
openMP-pi,8,128,0.05324
mpi-pi,8,128,0.04811480
mpi-pi++,8,128,0.051267
cpp11-pi,8,256,0.103465
openMP-pi,8,256,0.103968
mpi-pi,8,256,0.09470319
mpi-pi++,8,256,0.101367
cpp11-pi,8,512,0.17206
openMP-pi,8,512,0.173164
mpi-pi,8,512,0.15962809
mpi-pi++,8,512,0.170159
cpp11-pi,8,1024,0.341126
openMP-pi,8,1024,0.343611
mpi-pi,8,1024,0.31997932
mpi-pi++,8,1024,0.340049
cpp11-pi,8,2048,0.680797
openMP-pi,8,2048,0.684558
mpi-pi,8,2048,0.63303515
mpi-pi++,8,2048,0.679693
cpp11-pi,8,4096,1.36008
openMP-pi,8,4096,1.36885
mpi-pi,8,4096,1.26497071
mpi-pi++,8,4096,1.35917
cpp11-pi,8,8192,2.71745
openMP-pi,8,8192,2.73567
mpi-pi,8,8192,2.52646747
mpi-pi++,8,8192,2.71622
cpp11-pi,8,16384,5.42554
openMP-pi,8,16384,5.46172
mpi-pi,8,16384,5.04434299
mpi-pi++,8,16384,5.42712
cpp11-pi,8,1,0.001184
openMP-pi,8,1,0.001256
mpi-pi,8,1,0.00071872
mpi-pi++,8,1,0.000849249
cpp11-pi,8,2,0.001924
openMP-pi,8,2,0.002084
mpi-pi,8,2,0.00140687
mpi-pi++,8,2,0.00141383
cpp11-pi,8,4,0.003096
openMP-pi,8,4,0.002963
mpi-pi,8,4,0.00263453
mpi-pi++,8,4,0.00189662
cpp11-pi,8,8,0.00545
openMP-pi,8,8,0.005562
mpi-pi,8,8,0.00305492
mpi-pi++,8,8,0.00341492
cpp11-pi,8,16,0.007071
openMP-pi,8,16,0.008288
mpi-pi,8,16,0.00619729
mpi-pi++,8,16,0.0110602
cpp11-pi,8,32,0.01423
openMP-pi,8,32,0.013274
mpi-pi,8,32,0.01232365
mpi-pi++,8,32,0.019543
cpp11-pi,8,64,0.026877
openMP-pi,8,64,0.027419
mpi-pi,8,64,0.03023131
mpi-pi++,8,64,0.0255923
cpp11-pi,8,128,0.052766
openMP-pi,8,128,0.052154
mpi-pi,8,128,0.04791407
mpi-pi++,8,128,0.0516447
cpp11-pi,8,256,0.103553
openMP-pi,8,256,0.10518
mpi-pi,8,256,0.09721764
mpi-pi++,8,256,0.0937486
cpp11-pi,8,512,0.171598
openMP-pi,8,512,0.172876
mpi-pi,8,512,0.19735116
mpi-pi++,8,512,0.170128
cpp11-pi,8,1024,0.341669
openMP-pi,8,1024,0.345139
mpi-pi,8,1024,0.31688535
mpi-pi++,8,1024,0.338569
cpp11-pi,8,2048,0.679591
openMP-pi,8,2048,0.685081
mpi-pi,8,2048,0.63256343
mpi-pi++,8,2048,0.67892
cpp11-pi,8,4096,1.37252
openMP-pi,8,4096,1.38803
mpi-pi,8,4096,1.28210691
mpi-pi++,8,4096,1.37433
cpp11-pi,8,8192,2.77623
openMP-pi,8,8192,2.74034
mpi-pi,8,8192,2.60374874
mpi-pi++,8,8192,2.71897
cpp11-pi,8,16384,5.42426
openMP-pi,8,16384,5.4717
mpi-pi,8,16384,5.08580427
mpi-pi++,8,16384,5.42496
cpp11-pi,8,1,0.001258
openMP-pi,8,1,0.001453
mpi-pi,8,1,0.00052578
mpi-pi++,8,1,0.000605442
cpp11-pi,8,2,0.002043
openMP-pi,8,2,0.002098
mpi-pi,8,2,0.00105438
mpi-pi++,8,2,0.00102203
cpp11-pi,8,4,0.002836
openMP-pi,8,4,0.003151
mpi-pi,8,4,0.00261080
mpi-pi++,8,4,0.00309365
cpp11-pi,8,8,0.004899
openMP-pi,8,8,0.005089
mpi-pi,8,8,0.00521890
mpi-pi++,8,8,0.00355947
cpp11-pi,8,16,0.007654
